"Tinerii NEET, 15-24 ani, mii",32.7
"Rata tinerilor NEET, 15-24 ani, %",13.7
"Tinerii NEET, 15-29 ani, mii",79.3
"Rata tinerilor NEET, 15-29 ani, %",22.5
"Tinerii NEET, 15-34 ani, mii",148.4
"Rata tinerilor NEET, 15-34 ani, %",28.9
