"Câștig salarial mediu lunar brut total, lei",15470.6
"Câștig salarial mediu lunar brut sector bugetar, lei",13162.2
"Câștig salarial mediu lunar brut sector real, lei",16252.2
"Indicele câștigului salarial real, trim. II 2025 / trim. II 2024, %",101.9
"Câștig salarial mediu lunar brut, anul 2024, lei",14096.7
