"Câștig salarial mediu lunar brut total, lei",13990.0
"Câștig salarial mediu lunar brut sector bugetar, lei",11937.7
"Câștig salarial mediu lunar brut sector real, lei",14635.1
"Indicele câștigului salarial real, 2024/2023, %",109.5
"Costul mediu lunar al forței de muncă, în anul 2024, lei",17383.2
